	sequences per sample	iteration	515rcbc21	515rcbc17	515rcbc34	515rcbc33	515rcbc31	515rcbc15	515rcbc26	515rcbc22	515rcbc37	515rcbc24	515rcbc18	515rcbc35	515rcbc11	515rcbc27	515rcbc13	515rcbc23	515rcbc16	515rcbc29	515rcbc9	515rcbc14	515rcbc19	515rcbc28	515rcbc10	515rcbc8	515rcbc25	515rcbc36	515rcbc32
alpha_rarefaction_20788_6.txt	20788	6	2641.40569395	3070.84468665	2931.28571429	3084.22580645	3150.0	2888.28521127	2872.0137457	2908.13245033	3231.15420561	3132.80307692	3051.90304709	3077.625	3119.136	2922.16666667	2613.62091503	3100.43502825	3285.64864865	3429.82620321	3027.3258427	2945.853125	3541.33658537	3130.86746988	3035.48066298	2979.59898477	2666.93835616	2512.15340909	2967.79858657
alpha_rarefaction_20788_7.txt	20788	7	2704.27457627	3334.4273743	2963.21069182	3159.25	3309.69278997	2845.2125	2867.98496241	2928.1341853	3132.07017544	3282.24340176	3081.84931507	3056.49847095	3189.22281167	3060.5566343	2514.0483871	3026.31914894	3304.78100264	3618.67688022	3108.77681159	2857.35174419	3465.19302949	3258.41768293	3163.88358209	3035.36461126	2573.28526646	2500.0862069	2784.01898734
alpha_rarefaction_20788_8.txt	20788	8	2678.23104693	3149.32189974	2770.38957055	3142.49283668	3223.58484848	2771.91089109	2940.35766423	2955.82828283	3245.67866324	3303.34493671	3091.14583333	3051.47619048	3216.44412607	2806.01764706	2625.34883721	3106.04632153	3325.28080229	3745.67521368	3073.50708215	2856.37614679	3426.1025641	3257.13813814	3145.4	2956.85964912	2766.92307692	2504.52941176	2866.3902439
alpha_rarefaction_20788_9.txt	20788	9	2755.94095941	3206.52601156	2949.60909091	3113.50793651	3216.11549296	3069.0	3011.864	2821.31595092	3342.1025641	3144.53947368	3146.33967391	3277.29292929	3224.63202247	3191.14041096	2599.57926829	3094.78125	3392.5433526	3399.09090909	3023.79271709	2860.05263158	3617.05343511	3160.21791045	3081.80769231	2959.40586797	2774.41901408	2559.64364641	2793.4822695
alpha_rarefaction_31177_0.txt	31177	0	3090.27960526	3592.30927835	3283.71856287	3422.06549118	3413.57037037	3215.21069182	3018.04923077	3107.53043478	3536.21162791	3550.8342246	3501.95890411	3279.12403101	3692.28571429	3172.16	2908.39032258	3574.30645161	3818.67329545	3937.58711217	3230.67336683	3075.07692308	3825.80722892	3447.2242268	3436.15902965	3249.77156177	3076.63022508	2764.55415617	2945.40909091
alpha_rarefaction_31177_1.txt	31177	1	3022.23616236	3513.18703242	3199.75277778	3451.65984655	3541.17438692	3030.56676558	3151.54458599	3216.09969789	3414.05869074	3596.99152542	3534.17438692	3284.66956522	3567.12219451	3235.57692308	2939.00619195	3544.58378378	3710.05585106	3856.20805369	3319.02512563	3216.24489796	4046.84029484	3392.55154639	3489.40601504	3312.70192308	3000.1910828	2815.34604905	3002.36716418
alpha_rarefaction_31177_2.txt	31177	2	3044.9390681	3632.53253012	3238.15254237	3252.0	3555.61083744	3191.49337748	3122.86666667	3154.61127596	3421.19506726	3426.83417085	3505.94602273	3404.6754386	3592.7025	3237.8603352	2851.31914894	3488.97082228	3643.53002611	3977.3825	3259.19897959	3253.71847507	3792.23474178	3387.50252525	3451.37931034	3274.1294964	2907.96091205	2822.15281501	3060.19631902
alpha_rarefaction_31177_3.txt	31177	3	2901.73148148	3458.4205379	3248.35492958	3553.42893401	3764.15909091	3140.63414634	3142.91975309	3121.34743202	3466.83564815	3593.81081081	3443.56353591	3348.5369863	3672.933687	3170.01652893	2874.61290323	3503.35696203	3597.008	3966.00777202	3334.00251256	3273.35759494	3957.17730496	3456.94946809	3388.70927318	3262.22425629	2959.19230769	2836.9182058	3009.35174419
alpha_rarefaction_31177_4.txt	31177	4	2992.57142857	3512.5861244	3262.66666667	3601.59340659	3690.0972973	3061.71212121	3261.53521127	3245.47368421	3499.95305164	3685.17563739	3534.95811518	3388.125	3532.65601966	3237.17877095	2830.56213018	3433.475	3690.55784062	4009.18639798	3307.29776675	3157.90504451	3931.8902439	3522.73228346	3645.51008646	3387.01507538	2962.94736842	2830.66129032	3188.12615385
alpha_rarefaction_31177_5.txt	31177	5	2970.51948052	3546.06097561	3291.59537572	3413.94264339	3538.39588689	3209.06646526	3149.23417722	3156.13333333	3556.31481481	3557.35911602	3507.79281768	3449.58092486	3507.80769231	3287.72727273	2883.70977011	3610.94414894	3655.6641791	3959.05811138	3320.59090909	3043.10140845	4016.58291457	3414.23690773	3340.81300813	3301.47330097	2921.68468468	2857.976	3270.81308411
alpha_rarefaction_31177_6.txt	31177	6	3015.08223684	3467.78734177	3160.61684783	3359.195	3679.07520891	3230.76415094	3098.07462687	3136.9137931	3495.59529412	3539.04244032	3674.71787709	3390.008	3627.78325123	3318.16618911	2882.60897436	3613.80609418	3790.23015873	3843.65	3365.03571429	3111.07386364	3808.21962617	3486.1025641	3412.05076142	3255.83453237	3024.41065831	2834.20165746	3140.11598746
alpha_rarefaction_31177_7.txt	31177	7	2963.60191083	3543.44103774	3269.5243553	3455.34848485	3524.79028133	3114.96561605	3050.98773006	3295.89552239	3393.07900677	3584.76863753	3453.09343434	3320.80829016	3648.46073298	3233.42857143	2797.37837838	3481.22192513	3751.61002786	3908.91156463	3363.03225806	3214.48076923	3806.47815534	3522.16931217	3513.56735751	3243.58780488	2885.7571885	2825.82465753	3098.49180328
alpha_rarefaction_31177_8.txt	31177	8	2918.76547231	3503.00746269	3241.96	3306.56479218	3603.56198347	3103.88856305	3216.26490066	3196.98833819	3572.31192661	3414.09230769	3516.77688172	3467.70165746	3597.41481481	3196.03989362	2797.64450867	3426.79336735	3732.95652174	3776.28368794	3246.32258065	3347.09006211	3887.64335664	3389.88743455	3362.9182058	3250.15972222	2928.61046512	2820.74285714	2982.99401198
alpha_rarefaction_31177_9.txt	31177	9	3042.09427609	3554.2967581	3094.14986376	3463.08184143	3787.98044693	3221.80967742	3047.57097792	3360.62928349	3512.08591885	3445.96221662	3702.36676218	3481.96793003	3570.78100264	3278.91477273	2900.51020408	3429.36787565	3645.82178218	3955.89552239	3334.54404145	3215.4954955	4057.33898305	3499.07238606	3416.93850267	3278.14953271	2936.61846154	2727.54522613	3059.0922619
alpha_rarefaction_41566_0.txt	41566	0	3106.3942029	3621.5816092	3349.62469136	3676.5060241	4067.35326087	3414.96078431	3297.36134454	3613.63076923	3725.1123348	3739.03100775	3904.5655527	3535.09489051	3699.60130719	3375.44587629	3050.88757396	3668.80845771	3874.13475177	4128.26470588	3587.82597403	3485.02873563	4186.53117783	3728.71084337	3529.06947891	n/a	3131.98214286	n/a	3398.26764706
alpha_rarefaction_41566_1.txt	41566	1	3168.52050473	3886.15365239	3306.26992288	3619.29411765	3890.83769634	3381.95988539	3322.02873563	3338.0	3550.69502075	3911.02122016	3680.34739454	3560.58333333	3661.13544018	3445.03968254	3026.8238806	3722.20681265	3966.76498801	4091.84868421	3621.9	3284.30940594	4278.51376147	3788.77749361	3652.48101266	n/a	3343.97904192	n/a	3177.21138211
alpha_rarefaction_41566_2.txt	41566	2	3202.92073171	3915.6875	3430.08910891	3556.01168224	3885.82014388	3524.49851632	3428.65963855	3323.35883905	3622.8212766	3765.55263158	3811.50385604	3507.84578313	3820.44174757	3493.59946237	2987.64450867	3760.52040816	3955.76498801	4092.36384439	3656.13299233	3176.97900262	4240.38888889	3855.09319899	3848.10187668	n/a	3123.8	n/a	3215.0
alpha_rarefaction_41566_3.txt	41566	3	3134.89908257	3826.27570093	3412.30183727	3679.03472222	3833.05687204	3413.68767123	3304.47368421	3451.77873563	3627.75217391	3787.93908629	3719.11510791	3504.29095355	3690.98639456	3373.54094293	2967.48717949	3580.70967742	4123.25245098	4215.3119469	3589.76923077	3375.45844504	4146.4298441	3796.65753425	3697.45721925	n/a	3117.12386707	n/a	3274.81924198
alpha_rarefaction_41566_4.txt	41566	4	3324.79153094	3718.09977827	3338.52763819	3666.86294416	3887.59413203	3387.37465565	3447.46246246	3532.60307692	3572.72340426	3836.12182741	3677.73152709	3533.26618705	3834.55263158	3310.08312343	3001.29781421	3758.19708029	4040.21890547	4191.92063492	3595.63888889	3513.77810651	4221.36951501	3656.48031496	3789.89295039	n/a	3255.01857585	n/a	3308.6
alpha_rarefaction_41566_5.txt	41566	5	3240.7827476	3595.99352052	3352.02570694	3517.50113895	3836.93908629	3314.55807365	3326.18589744	3469.23076923	3699.02901786	3921.50252525	3682.22469136	3428.28301887	3781.42004773	3457.95821727	3085.0297619	3744.20822622	4089.20379147	4001.87878788	3542.91525424	3416.70674487	4196.30210773	3679.77832512	3736.86397985	n/a	3084.05965909	n/a	3332.34482759
alpha_rarefaction_41566_6.txt	41566	6	3184.41666667	3715.03080569	3297.97607656	3543.16296296	3874.86374696	3424.1396648	3423.20882353	3361.0	3584.5974026	3761.09803922	3850.54864865	3553.7	3841.96915167	3392.4973822	2983.62608696	3770.99513382	3748.0649652	4240.08	3539.01488834	3335.35142119	4168.59954233	3704.47432763	3716.5075	n/a	3166.6875	n/a	3188.24462366
alpha_rarefaction_41566_7.txt	41566	7	3176.82847896	3706.01372998	3208.66836735	3564.25362319	3841.56308411	3363.99445983	3301.41176471	3274.01340483	3627.83958333	3766.21658986	3819.03787879	3504.02056555	3785.15384615	3322.44416244	3054.45808383	3653.22580645	3937.33253012	4077.15217391	3614.43396226	3296.0972973	4237.97590361	3687.08474576	3616.02314815	n/a	3307.8031746	n/a	3238.1226158
alpha_rarefaction_41566_8.txt	41566	8	3156.32326284	3740.27586207	3362.05384615	3589.15789474	3895.19211823	3321.19178082	3428.56213018	3651.14285714	3639.21908894	3640.02331002	3797.36708861	3574.99511002	3854.60740741	3392.17460317	3050.21019108	3712.06617647	3895.20132743	4069.52017937	3612.23592493	3437.54829545	4078.36842105	3709.74695864	3655.47088608	n/a	3246.45697329	n/a	3432.05157593
alpha_rarefaction_41566_9.txt	41566	9	3290.97032641	3708.00224719	3300.11735941	3522.12470588	4045.67098446	3327.62608696	3240.24355301	3483.48387097	3684.42857143	3781.16666667	3733.76762402	3553.79328165	3712.2091954	3392.68905473	3001.01369863	3582.83098592	3972.77475248	4243.59529412	3657.09921671	3507.49557522	4205.48275862	3848.29310345	3869.92125984	n/a	3310.9212828	n/a	3397.15740741
alpha_rarefaction_51955_0.txt	51955	0	3346.3816156	4009.11483254	3434.97690531	3778.28301887	4232.91646778	3501.73994638	3528.42655367	3616.67108753	3690.02459016	3888.5010846	3845.06666667	3654.90486726	3964.94771242	3510.62469136	3171.50290698	3762.36363636	4092.12035011	4243.69230769	3704.12590799	3561.23947368	4385.76940639	3765.08510638	4022.22278481	n/a	3439.15966387	n/a	3421.03947368
alpha_rarefaction_51955_1.txt	51955	1	3344.21590909	3966.22292994	3428.41981132	3594.98529412	4266.80240964	3589.86464088	3535.88333333	3768.49847095	3635.62576687	3986.04050633	3960.71084337	3616.80875576	3894.85520362	3514.75182482	3132.49002849	3796.35214447	4076.02178649	4313.68340611	3722.37046005	3588.27131783	4470.67035398	3882.07142857	3704.15827338	n/a	3402.03013699	n/a	3425.28378378
alpha_rarefaction_51955_2.txt	51955	2	3329.17008798	3925.12168142	3385.20881671	3751.56108597	4093.23991031	3472.03896104	3584.43714286	3748.80769231	3602.01941748	4006.84705882	3879.90865385	3771.83529412	4055.06140351	3533.9	3102.99456522	3780.82022472	4043.52262443	4426.96475771	3878.03084833	3528.14175258	4344.07531381	3885.85273159	3889.40963855	n/a	3451.0252809	n/a	3440.3220339
alpha_rarefaction_51955_3.txt	51955	3	3302.93123209	3975.3646789	3454.09929078	3893.36	4024.49206349	3570.75284091	3741.21529745	3548.88300836	3781.62039046	4078.0	3845.03563474	3691.02272727	3950.00681818	3568.17414248	3074.62640449	3913.445	4169.30751708	4383.360587	3706.59330144	3541.45844504	4467.4627193	3772.5021645	3855.28644501	n/a	3371.94871795	n/a	3581.66666667
