	sequences per sample	iteration	515rcbc21	515rcbc17	515rcbc34	515rcbc33	515rcbc31	515rcbc15	515rcbc26	515rcbc22	515rcbc37	515rcbc24	515rcbc18	515rcbc35	515rcbc11	515rcbc27	515rcbc13	515rcbc23	515rcbc16	515rcbc29	515rcbc9	515rcbc14	515rcbc19	515rcbc28	515rcbc10	515rcbc8	515rcbc25	515rcbc36	515rcbc32
alpha_rarefaction_72733_2.txt	72733	2	139.20251	156.65483	n/a	150.58357	155.1115	143.35057	143.37582	143.88374	n/a	158.5857	152.20913	155.95605	155.51371	n/a	n/a	n/a	153.72658	166.43657	n/a	144.8594	164.14925	154.48159	149.13426	n/a	135.79955	n/a	141.88058
alpha_rarefaction_72733_3.txt	72733	3	139.76902	156.09772	n/a	149.3622	154.02258	142.16187	141.62042	146.47081	n/a	156.43417	152.65613	154.72557	156.15223	n/a	n/a	n/a	154.3717	165.82363	n/a	144.043	163.23508	153.04388	148.28656	n/a	134.87011	n/a	140.59123
alpha_rarefaction_72733_4.txt	72733	4	139.99102	157.96351	n/a	150.44473	156.63857	144.32588	141.70226	148.58914	n/a	160.48484	153.14425	154.99247	156.55985	n/a	n/a	n/a	155.48833	166.2098	n/a	144.62376	163.84375	152.86756	149.55986	n/a	137.03883	n/a	140.70054
alpha_rarefaction_72733_5.txt	72733	5	138.3923	156.77702	n/a	149.96707	155.85709	143.658	141.82017	147.38613	n/a	157.75677	153.65649	153.73967	156.24741	n/a	n/a	n/a	156.00558	166.71398	n/a	145.23251	164.94659	154.15204	151.4392	n/a	134.16263	n/a	140.94928
alpha_rarefaction_72733_6.txt	72733	6	139.42266	157.07759	n/a	150.00696	155.01541	142.91959	144.21691	146.41551	n/a	159.30983	153.26805	154.63847	157.69949	n/a	n/a	n/a	155.68051	164.75473	n/a	143.83037	164.39702	154.66988	149.75875	n/a	136.75966	n/a	142.02943
alpha_rarefaction_72733_7.txt	72733	7	141.02264	156.19033	n/a	150.1923	152.82953	143.33764	142.28486	147.20773	n/a	157.8666	152.35533	153.96334	156.91796	n/a	n/a	n/a	154.84272	166.63171	n/a	145.12158	164.50374	153.31455	149.92591	n/a	137.19972	n/a	140.69812
alpha_rarefaction_72733_8.txt	72733	8	140.09131	156.582	n/a	148.19136	153.97911	141.63784	144.2909	147.23812	n/a	156.48198	152.82568	154.94591	155.27521	n/a	n/a	n/a	155.28021	166.23382	n/a	142.82147	162.84946	152.64056	152.43878	n/a	136.01486	n/a	140.25547
alpha_rarefaction_72733_9.txt	72733	9	139.73517	153.68879	n/a	150.47479	154.7418	144.4391	143.61475	147.66559	n/a	160.04122	151.9488	154.90227	155.30058	n/a	n/a	n/a	155.0785	167.64385	n/a	142.33895	164.2177	153.1275	148.9898	n/a	135.70891	n/a	140.31396
alpha_rarefaction_83122_0.txt	83122	0	143.37789	161.69975	n/a	153.77138	158.20431	147.56916	149.03935	151.49431	n/a	162.94636	156.41818	159.09305	160.10852	n/a	n/a	n/a	159.85045	170.09059	n/a	147.19543	167.64095	156.54547	155.04927	n/a	139.5147	n/a	144.55751
alpha_rarefaction_83122_1.txt	83122	1	143.72073	160.79079	n/a	152.90179	159.48888	147.0419	146.85474	149.7487	n/a	161.99292	156.11627	158.71948	159.78834	n/a	n/a	n/a	158.68134	171.64798	n/a	149.22808	168.69622	157.81783	154.42329	n/a	140.54758	n/a	145.31574
