	515rcbc21	515rcbc17	515rcbc34	515rcbc33	515rcbc31	515rcbc15	515rcbc26	515rcbc22	515rcbc37	515rcbc24	515rcbc18	515rcbc35	515rcbc11	515rcbc27	515rcbc13	515rcbc9	515rcbc28	515rcbc23	515rcbc16	515rcbc19	515rcbc29	515rcbc14	515rcbc10	515rcbc8	515rcbc25	515rcbc36	515rcbc32
515rcbc9	0.249505575891	0.189847950081	0.199190607787	0.203111947904	0.224131702106	0.270999087181	0.229448442183	0.196058164996	0.155864177045	0.181119263872	0.1950173952	0.252996846902	0.189448578372	0.201268710004	0.211214644087	0.0	0.135398897074	0.182681825132	0.167416082169	0.182128414085	0.174418929222	0.190557080043	0.173113985925	0.231268629253	0.309621399352	0.447439187171	0.243130828271
515rcbc28	0.225250225294	0.185329829131	0.203979104901	0.179948661401	0.245948596345	0.257423248026	0.22959786933	0.154265585257	0.185592963751	0.15632831536	0.191508400921	0.303231827916	0.210553951245	0.180461444664	0.194202064854	0.135398897074	0.0	0.17070976939	0.187169617254	0.191490146821	0.184688132088	0.13661338953	0.190324277795	0.267535218206	0.290187527592	0.461994430944	0.259755273137
515rcbc23	0.271752212687	0.263329375759	0.29393591611	0.25584162743	0.237558184488	0.314929610166	0.325033035136	0.222619442335	0.174675606268	0.261804101863	0.268686130518	0.331524060855	0.202966251013	0.208171782098	0.208575698663	0.182681825132	0.17070976939	0.0	0.183244768378	0.179573188285	0.229552963244	0.195581293793	0.200000090624	0.269706482128	0.318504551944	0.395513305741	0.272240343256
515rcbc16	0.266720712333	0.233071153048	0.256838661401	0.198178396112	0.167621198107	0.298225808273	0.302129467143	0.208131856015	0.167649351458	0.250531154567	0.242802635936	0.306776338852	0.128600451853	0.217647706308	0.222076764125	0.167416082169	0.187169617254	0.183244768378	0.0	0.152186536553	0.201041611736	0.181849930134	0.176702374696	0.202915860166	0.25069791692	0.409022327359	0.169824012505
515rcbc19	0.233846382139	0.24016992583	0.260613386999	0.207278951499	0.135302171679	0.290993924919	0.302416923096	0.193880528554	0.144611129506	0.23984612014	0.24219099762	0.295309863052	0.141216721598	0.18461884594	0.174484073258	0.182128414085	0.191490146821	0.179573188285	0.152186536553	0.0	0.209151057361	0.214112854901	0.171725988001	0.205118954536	0.298090161249	0.378979269441	0.197916202157
515rcbc29	0.219611509467	0.142510601458	0.166201559083	0.169240265543	0.244840508303	0.209672993621	0.246701313285	0.17726507417	0.167170758657	0.180694894694	0.150444458789	0.26578799109	0.226243281693	0.152768695322	0.205008471547	0.174418929222	0.184688132088	0.229552963244	0.201041611736	0.209151057361	0.0	0.190749682817	0.180074636493	0.262564008961	0.306736590725	0.43133862824	0.27560149352
515rcbc14	0.223938868975	0.209067210662	0.227880517922	0.168518947955	0.258001192031	0.242885244785	0.276721819309	0.126294116545	0.194870791312	0.190718093611	0.206779213497	0.33569394922	0.212759875709	0.176254181096	0.186382966029	0.190557080043	0.13661338953	0.195581293793	0.181849930134	0.214112854901	0.190749682817	0.0	0.214596397074	0.288380878898	0.287012892112	0.451519702815	0.262524250962
515rcbc10	0.20663355483	0.209218932766	0.225482763518	0.196918587738	0.198260790806	0.268259216788	0.268908095383	0.182193696081	0.159307576195	0.233843487242	0.206469654212	0.259242898947	0.180924828878	0.163632724281	0.19244893226	0.173113985925	0.190324277795	0.200000090624	0.176702374696	0.171725988001	0.180074636493	0.214596397074	0.0	0.215598696588	0.303901717294	0.416312851104	0.206769930134
515rcbc8	0.279950185804	0.285731725648	0.297541033313	0.244232599737	0.199570587535	0.329529354749	0.332366121152	0.250212250911	0.212159110976	0.295926316069	0.283951986887	0.28971518707	0.174867224838	0.26275405807	0.272032745798	0.231268629253	0.267535218206	0.269706482128	0.202915860166	0.205118954536	0.262564008961	0.288380878898	0.215598696588	0.0	0.251088349787	0.444894532706	0.164221257847
515rcbc25	0.348343227268	0.32594758708	0.35517991368	0.245703390796	0.284559779263	0.345259626367	0.403363784427	0.282744416515	0.301854530427	0.345657968813	0.32837086776	0.415719713953	0.254128000709	0.311498955549	0.336185970028	0.309621399352	0.290187527592	0.318504551944	0.25069791692	0.298090161249	0.306736590725	0.287012892112	0.303901717294	0.251088349787	0.0	0.452137696689	0.234255648036
515rcbc36	0.477167426083	0.460228474838	0.493189998987	0.450085559943	0.382395817386	0.492153622671	0.546702845535	0.449668891252	0.39957568955	0.479160380468	0.482443313335	0.535449339054	0.394285070119	0.403710223015	0.437640024048	0.447439187171	0.461994430944	0.395513305741	0.409022327359	0.378979269441	0.43133862824	0.451519702815	0.416312851104	0.444894532706	0.452137696689	0.0	0.442303423198
515rcbc32	0.272342603534	0.301134116545	0.308168910237	0.228267423299	0.182217459498	0.340817416464	0.343843204232	0.243476998532	0.229844274757	0.303076259619	0.291697199271	0.303317494937	0.156149054779	0.274186882847	0.267567954131	0.243130828271	0.259755273137	0.272240343256	0.169824012505	0.197916202157	0.27560149352	0.262524250962	0.206769930134	0.164221257847	0.234255648036	0.442303423198	0.0
