	sequences per sample	iteration	515rcbc21	515rcbc17	515rcbc34	515rcbc33	515rcbc31	515rcbc15	515rcbc26	515rcbc22	515rcbc37	515rcbc24	515rcbc18	515rcbc35	515rcbc11	515rcbc27	515rcbc13	515rcbc9	515rcbc28	515rcbc23	515rcbc16	515rcbc19	515rcbc29	515rcbc14	515rcbc10	515rcbc8	515rcbc25	515rcbc36	515rcbc32
alpha_rarefaction_11857_8.txt	11857	8	3694.78186969	4620.02469136	4083.05555556	4469.74371859	4266.34473684	4723.90112994	4229.11111111	4020.46004843	4440.26470588	4413.72639225	4127.275	4205.13069909	4148.17889908	4252.77837838	3716.02932551	4135.09207161	4014.39088729	4306.00243309	4397.50721154	4999.42361111	4790.3760218	4356.82857143	3875.50276243	4093.55086849	3708.25779037	3022.00273224	3556.02459016
alpha_rarefaction_11857_9.txt	11857	9	3777.64345404	4545.67010309	4263.99132948	4037.50588235	4394.56544503	4717.76164384	4121.13832853	4355.75255102	4505.5261959	4213.22897196	4443.84073107	3816.12987013	4206.16377171	4011.20779221	3549.096	3973.0	4246.06845966	4133.9047619	4369.75757576	4926.89434889	4932.73529412	4076.59848485	4135.36263736	4165.49168646	3588.71469741	3191.88372093	3500.28205128
alpha_rarefaction_15806_0.txt	15806	0	4507.5	5348.33849558	4442.29251701	4866.64224138	5005.57756563	5500.61346633	4443.44917258	4674.00696056	4785.07058824	4997.09662921	4756.49677419	4632.96419437	4842.53363229	4621.04054054	4151.86548223	4451.64692982	4640.78289474	4790.44312796	4849.01330377	5352.57258065	5514.89397089	4685.08830022	4284.11086957	4396.48497854	4028.36069652	3595.35475578	3936.06234414
alpha_rarefaction_15806_1.txt	15806	1	4499.94919786	5269.4527897	4414.90214797	4769.14634146	5056.87185355	5257.36778846	4506.86118252	4765.53571429	4792.76970954	4990.84459459	4597.35403727	4262.39954853	4706.88105727	4651.46191646	4078.87214612	4238.56155508	4697.01392111	4832.54646018	4873.01342282	5244.69667319	5389.86680761	4446.40430622	4446.5	4225.38104839	4090.15970516	3704.98167539	3945.28101266
alpha_rarefaction_15806_2.txt	15806	2	4278.03836317	5264.10570825	4971.36895674	5172.12028302	4914.57377049	5347.80097087	4514.63968668	4764.01639344	4726.68639053	4977.9602649	4727.2185567	4383.15384615	4825.36069114	4404.25316456	4503.91922006	4515.74382022	4762.50678733	4495.23076923	4950.02178649	5454.34285714	5403.13157895	4613.05797101	4231.44186047	4509.55507559	4036.53365385	3526.6902439	4112.05263158
alpha_rarefaction_15806_3.txt	15806	3	4386.76578947	5192.77136259	4425.79591837	4611.49473684	4751.04827586	5200.78103837	4447.65789474	4594.03512881	4922.65662651	5108.15604396	4714.40757238	4378.94736842	4828.62443439	4722.40235294	4423.55263158	4404.42567568	4830.30839002	4580.53452116	4868.79141104	5287.90384615	5264.90105263	4801.31850117	4465.445	4387.83157895	3810.01369863	3419.13004484	3938.45026178
alpha_rarefaction_15806_4.txt	15806	4	4475.62771739	5343.46854664	4930.5971223	4747.61437908	5011.01873536	5075.00217865	4519.62278481	4911.04116223	4959.1402439	5003.72828508	4607.65263158	4316.03546099	4481.28026906	4548.52901786	4326.8125	4482.93863636	4529.0	4781.45754717	4792.93965517	5076.47058824	5338.83057851	4541.07888631	4464.78378378	4304.42424242	4155.44	3676.05370844	3942.78734177
alpha_rarefaction_15806_5.txt	15806	5	4386.61185984	5380.44155844	4221.9372093	4996.83561644	4611.92461197	5254.47058824	4894.86968085	4882.27586207	4777.90196078	4950.00215054	4831.14495798	4379.78571429	4815.24137931	4596.46860987	4155.88221154	4193.05117271	4655.47826087	4598.30162413	4739.80769231	4985.12453532	5572.55676856	4731.77860697	4327.32624113	4325.40764331	3942.98876404	3756.80314961	4076.74331551
alpha_rarefaction_15806_6.txt	15806	6	4365.30690537	5178.67287785	4533.50717703	4850.69361702	4599.94570136	5268.41304348	4358.4622871	4657.6056338	4822.69123506	4923.46241458	5032.74115044	4375.83333333	4739.96351931	4479.01059322	4290.0	4233.51374207	4849.80138568	4748.52293578	4582.65677966	5264.68401487	5617.67973856	4972.79	4457.26862302	4427.88865096	4180.42537313	3553.07142857	3995.84328358
alpha_rarefaction_15806_7.txt	15806	7	4454.98891967	5562.61084906	4555.63063063	4493.98742138	4857.52192982	5124.89150943	4373.38539043	4549.78571429	4714.90316206	4935.85714286	4853.52272727	4338.45138889	4918.37915743	4573.38940092	4172.68613139	4351.44748858	4493.58490566	4379.78343949	4751.3100616	5191.80239521	5239.06222222	4430.50707547	4654.18944844	4426.98426966	4174.49122807	3561.63703704	4157.13461538
alpha_rarefaction_15806_8.txt	15806	8	4390.04145078	5425.44827586	4313.36666667	4860.04656319	4989.99524941	5188.36658933	4702.33653846	4778.83490566	4992.52183406	4681.36997886	4643.71338912	4420.40601504	5091.78139535	4680.84931507	3901.85611511	4160.00862069	4707.7218543	4513.26351351	4776.44769874	5284.57287449	5382.93483146	4596.51415094	4499.06896552	4402.19444444	4052.88029925	3563.23170732	4057.61675127
alpha_rarefaction_15806_9.txt	15806	9	4300.671875	5489.55981941	4458.01973684	4746.88535032	5114.0	5180.2097561	4733.100271	4780.91293532	4842.68571429	5250.89782609	4810.23157895	4381.80320366	4772.88169643	4818.19109948	4210.44117647	4559.68546638	4867.17471264	4487.6581741	4780.68518519	5377.71779141	5545.13646532	4470.43340858	4005.71875	4236.34235977	4269.61597938	3646.65473146	3765.39851485
alpha_rarefaction_19755_0.txt	19755	0	4956.94061758	5738.18343195	5052.22222222	5175.78383838	5260.02087683	5632.09375	4825.15151515	4859.42105263	5116.56962025	5366.35629921	5060.63549618	4625.5862069	5150.4566474	4872.69117647	4396.33557047	4677.01956947	5068.96273292	4731.82758621	5176.3497053	5897.08876812	5965.40425532	4878.64484127	5000.30155211	4635.18939394	4247.44111349	3884.16304348	4321.80637813
