	sequences per sample	iteration	515rcbc21	515rcbc17	515rcbc34	515rcbc33	515rcbc31	515rcbc15	515rcbc26	515rcbc22	515rcbc37	515rcbc24	515rcbc18	515rcbc35	515rcbc11	515rcbc27	515rcbc13	515rcbc9	515rcbc28	515rcbc23	515rcbc16	515rcbc19	515rcbc29	515rcbc14	515rcbc10	515rcbc8	515rcbc25	515rcbc36	515rcbc32
alpha_rarefaction_15806_8.txt	15806	8	195.71656	206.18132	193.93312	199.57402	195.73019	201.49327	194.31643	198.25617	204.08099	202.38675	201.54504	186.02809	197.99913	197.47844	190.78306	194.31444	201.64122	197.7684	195.9685	211.21664	205.36635	197.6929	180.76918	189.02634	176.90983	167.95808	179.34532
alpha_rarefaction_15806_9.txt	15806	9	195.66042	212.54836	198.82771	195.81211	194.05242	200.21101	192.09986	193.19111	206.42167	206.63297	202.48612	190.77669	194.57815	192.95967	191.75606	198.81253	202.55698	198.11005	194.17073	214.07271	207.9059	201.81488	181.59201	194.31123	174.58129	166.29239	176.30787
alpha_rarefaction_19755_0.txt	19755	0	211.48383	222.69983	213.33387	208.69605	205.13787	221.12395	211.66819	215.90457	220.39237	220.69528	218.43526	202.63532	212.19902	208.10066	201.85499	206.00405	212.91895	209.85616	208.07478	232.44107	229.00341	216.23897	197.97309	204.44289	187.92073	181.29948	192.39342
alpha_rarefaction_19755_1.txt	19755	1	207.99068	228.85166	213.32332	214.08813	209.17096	221.83673	205.68783	215.93876	223.91788	217.11705	215.55236	198.30047	208.043	207.41148	204.26839	204.58281	213.77999	214.12773	206.32393	230.07138	221.23254	215.59764	199.52184	206.51194	188.41623	180.88229	194.58818
alpha_rarefaction_19755_2.txt	19755	2	208.87313	229.52574	214.85676	210.43776	207.53026	218.99936	208.8966	212.89177	218.06872	216.35705	219.77854	200.8215	212.89019	207.99267	205.54057	209.14401	213.75656	215.0355	206.8405	231.13069	222.82704	215.98954	197.3673	204.96342	190.73876	179.05398	190.77601
alpha_rarefaction_19755_3.txt	19755	3	208.04916	226.38721	212.73297	212.67551	210.50552	222.48529	208.15166	213.90837	219.00832	216.26521	220.72988	201.20962	206.51937	206.16684	202.18508	207.17838	215.84449	213.6798	212.25365	231.46831	222.73057	214.34617	194.4148	206.14884	188.0886	177.35916	188.49945
alpha_rarefaction_19755_4.txt	19755	4	205.29323	227.25461	209.66178	210.03371	203.94731	223.12649	205.37038	216.64589	221.67208	217.22448	216.14213	200.60267	209.3189	206.93444	202.60353	206.47285	215.15195	212.08215	211.33198	224.99981	218.79735	211.7139	197.6907	204.47145	187.43575	178.39375	192.1537
alpha_rarefaction_19755_5.txt	19755	5	213.95793	225.12436	211.5562	211.27161	206.4968	218.0187	206.67361	219.885	223.57937	218.38273	220.87471	201.51672	211.73758	207.72695	204.23954	208.62335	214.14984	216.71183	207.83379	228.29759	226.26839	212.64846	200.26589	203.80883	190.91343	181.54368	189.42319
alpha_rarefaction_19755_6.txt	19755	6	207.73751	225.76388	211.50121	211.68916	204.64323	222.60722	208.89942	219.77049	222.10655	216.58214	218.57476	203.53916	212.44232	209.16428	202.60296	206.05576	213.86279	211.69445	206.61922	230.04151	222.08216	213.0083	201.92231	206.1071	185.20164	176.86484	191.64708
alpha_rarefaction_19755_7.txt	19755	7	209.78766	226.94363	208.67587	213.96885	208.2371	223.63429	205.96212	214.59461	221.53961	220.13282	217.40045	200.61041	213.7639	206.81074	203.79141	205.74543	212.01631	214.98123	207.49733	230.92972	227.11782	213.7599	195.91517	204.13476	188.63391	177.60499	193.64909
alpha_rarefaction_19755_8.txt	19755	8	206.26932	228.55162	207.93354	213.86346	205.8487	220.42283	210.66161	219.79264	220.19417	220.78889	219.82012	203.3144	210.93389	210.65236	202.70632	209.27025	212.32382	210.73168	209.29163	228.4525	226.36786	210.69804	196.44367	204.78451	190.84506	177.70875	190.64953
alpha_rarefaction_19755_9.txt	19755	9	210.45819	230.29308	210.22455	209.05644	205.26211	224.34125	208.12884	214.74138	224.169	214.42928	222.25509	202.20652	210.15695	209.94682	200.29977	207.78288	216.20412	210.61692	209.22363	227.80226	222.84582	214.67983	197.69838	205.19455	190.33049	174.97772	187.99594
alpha_rarefaction_23704_0.txt	23704	0	217.58079	242.26551	218.96049	221.91204	218.41439	230.87689	222.86773	232.71939	232.06735	232.24347	234.7304	217.66306	222.61107	219.76288	212.38054	218.77207	226.30418	228.54603	219.54356	240.69122	236.55662	224.37941	209.80715	216.61885	197.20983	187.57707	201.70118
alpha_rarefaction_23704_1.txt	23704	1	223.65615	241.91908	226.34144	224.10843	216.2089	237.59937	217.72038	230.65962	230.21123	231.27469	232.03466	211.58884	224.87615	221.98624	215.04221	220.78478	227.08329	222.828	222.82167	245.43446	237.89936	222.88691	206.55006	213.67597	198.45687	188.92029	199.10572
alpha_rarefaction_23704_2.txt	23704	2	221.8374	243.85342	223.00455	224.18798	218.22067	236.86109	222.06996	230.57915	229.35621	226.6724	232.20324	214.15103	223.12999	219.90038	214.88799	222.73299	224.83757	228.33124	222.09237	241.3935	237.39111	225.94418	204.48387	210.85588	197.38365	188.69212	198.37585
